airline,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.83,2,29160
Air_India,Delhi,Morning,one,Evening,Mumbai,Economy,6.42,2,29580
SpiceJet,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,3,5953
SpiceJet,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,3,5953
SpiceJet,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,3,5953
Vistara,Delhi,Morning,zero,Morning,Mumbai,Economy,2.08,3,5955
Vistara,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,3,5955
Vistara,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,3,5955
GO_FIRST,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,3,5954
GO_FIRST,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,3,5954
GO_FIRST,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,3,5954
GO_FIRST,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,3,5954
Indigo,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,3,5955
Indigo,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,3,5955
Indigo,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,3,5955
Indigo,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,3,5955
AirAsia,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,3,5956
Air_India,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,3,5955
Air_India,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,3,5955
Air_India,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,3,5955
Air_India,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,3,5955
GO_FIRST,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,3,5954
GO_FIRST,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.75,3,5954
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,3.75,3,5955
Vistara,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,3,6375
SpiceJet,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,3,6060
SpiceJet,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,3,6270
Vistara,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,3,6690
GO_FIRST,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,3,6532
GO_FIRST,Delhi,Night,zero,Night,Mumbai,Economy,2.25,3,6532
Vistara,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,3,7005
Air_India,Delhi,Evening,zero,Evening,Mumbai,Economy,2,3,6795
GO_FIRST,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,3,7110
Indigo,Delhi,Early_Morning,one,Evening,Mumbai,Economy,10.25,3,7420
Indigo,Delhi,Morning,one,Afternoon,Mumbai,Economy,5,3,7583
Indigo,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,3,7845
Indigo,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,3,8055
Indigo,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,3,8370
Indigo,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,3,8370
Vistara,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,3,9525
Vistara,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.58,3,9988
AirAsia,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.25,3,9840
Air_India,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,24.58,3,9988
Indigo,Delhi,Afternoon,one,Evening,Mumbai,Economy,6,3,10523
Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.5,3,11048
SpiceJet,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,3,10759
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,24.75,3,10785
GO_FIRST,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.25,3,10863
Indigo,Delhi,Night,one,Morning,Mumbai,Economy,10.42,3,10943
Vistara,Delhi,Night,one,Afternoon,Mumbai,Economy,17.92,3,11415
Vistara,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,3,11415
Vistara,Delhi,Night,one,Night,Mumbai,Economy,26.42,3,11415
Indigo,Delhi,Evening,one,Night,Mumbai,Economy,4.42,3,11326
Indigo,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,3,11326
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,3,11468
Vistara,Delhi,Morning,one,Night,Mumbai,Economy,12.58,3,12098
Vistara,Delhi,Morning,one,Morning,Mumbai,Economy,24.17,3,12150
SpiceJet,Delhi,Evening,one,Night,Mumbai,Economy,4.5,3,11809
Indigo,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.83,3,11814
Indigo,Delhi,Morning,one,Evening,Mumbai,Economy,7.67,3,11814
Air_India,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,3,11900
Indigo,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,3,11993
SpiceJet,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,3,12010
GO_FIRST,Delhi,Morning,two_or_more,Night,Mumbai,Economy,11,3,12045
GO_FIRST,Delhi,Evening,one,Morning,Mumbai,Economy,15.17,3,12045
Air_India,Delhi,Night,one,Morning,Mumbai,Economy,11.33,3,12150
Air_India,Delhi,Night,one,Night,Mumbai,Economy,23.83,3,12150
Air_India,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.42,3,12150
GO_FIRST,Delhi,Evening,one,Night,Mumbai,Economy,4.75,3,12229
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,5.33,3,12623
Air_India,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,24.83,3,12298
Vistara,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,3,12780
Air_India,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.92,3,12465
Vistara,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.67,3,12885
Indigo,Delhi,Evening,one,Night,Mumbai,Economy,5.33,3,12570
Indigo,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,3,12570
AirAsia,Delhi,Evening,one,Early_Morning,Mumbai,Economy,15.17,3,12990
Vistara,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,23.75,3,13410
GO_FIRST,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.08,3,13069
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,3,13069
Air_India,Delhi,Morning,one,Afternoon,Mumbai,Economy,26.08,3,13086
Vistara,Delhi,Morning,one,Morning,Mumbai,Economy,23.17,3,13515
SpiceJet,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,3,13200
Indigo,Delhi,Afternoon,one,Night,Mumbai,Economy,5.42,3,13279
Air_India,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,3,13515
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,12.42,3,14040
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,24.42,3,14040
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,26,3,14040
Indigo,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,3,13767
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,4.42,3,14565
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,3,14565
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,26.67,3,14565
Vistara,Delhi,Early_Morning,one,Morning,Mumbai,Economy,28.5,3,14565
GO_FIRST,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,3,14235
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,3,14250
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,3,14618
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,14.67,3,14775
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,26.67,3,14775
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,28.25,3,14775
Indigo,Delhi,Afternoon,one,Night,Mumbai,Economy,8,3,14744
Vistara,Delhi,Morning,one,Night,Mumbai,Economy,13.75,3,15353
Vistara,Delhi,Morning,one,Morning,Mumbai,Economy,27.33,3,15353
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,28.42,3,15405
Air_India,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,3,15090
Indigo,Delhi,Early_Morning,one,Evening,Mumbai,Economy,8.67,3,15232
Indigo,Delhi,Night,one,Morning,Mumbai,Economy,10.17,3,15232
Vistara,Delhi,Night,zero,Night,Mumbai,Economy,2.17,3,15720
Vistara,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,3,15720
Air_India,Delhi,Morning,one,Afternoon,Mumbai,Economy,30.08,3,15405
Indigo,Delhi,Night,zero,Night,Mumbai,Economy,2.25,3,15720
Indigo,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,3,15720
Indigo,Delhi,Morning,one,Evening,Mumbai,Economy,9.25,3,15720
Air_India,Delhi,Night,one,Evening,Mumbai,Economy,20.42,3,15825
Air_India,Delhi,Evening,one,Evening,Mumbai,Economy,24.83,3,15825
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,29.33,3,16245
Vistara,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.08,3,16665
Vistara,Delhi,Morning,one,Night,Mumbai,Economy,12.75,3,16718
GO_FIRST,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,3,16823
Vistara,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,21.08,3,17190
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,3,16859
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,3,17243
Vistara,Delhi,Morning,one,Night,Mumbai,Economy,12.17,3,17348
GO_FIRST,Delhi,Afternoon,one,Night,Mumbai,Economy,7.5,3,17136
Air_India,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,3,17295
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,17.83,3,17978
Vistara,Delhi,Afternoon,one,Morning,Mumbai,Economy,18,3,18030
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,18.25,3,18135
Air_India,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,3,18135
Vistara,Delhi,Morning,one,Night,Mumbai,Economy,11.17,3,18713
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,3,19238
Air_India,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,3,19605
Air_India,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.08,3,19605
Air_India,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,3,19920
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,3,21233
Vistara,Delhi,Morning,one,Afternoon,Mumbai,Economy,27.58,3,21285
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,6.33,3,21899
Air_India,Delhi,Morning,one,Morning,Mumbai,Economy,22.83,3,22755
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,6,3,23228
Air_India,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.83,3,22965
Air_India,Delhi,Morning,one,Night,Mumbai,Economy,11.33,3,23070
GO_FIRST,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.92,3,23491
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.58,3,24225
Air_India,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.17,3,24225
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,6.25,3,24435
Air_India,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.83,3,25223
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,27.17,3,26325
Air_India,Delhi,Night,one,Night,Mumbai,Economy,23.83,3,27165
Air_India,Delhi,Morning,one,Evening,Mumbai,Economy,6.42,3,29580
Air_India,Delhi,Afternoon,one,Night,Mumbai,Economy,8.92,3,31260
SpiceJet,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,4,5953
SpiceJet,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,4,5953
SpiceJet,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,4,5953
SpiceJet,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,4,5953
SpiceJet,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,4,5953
SpiceJet,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,4,5953
Vistara,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,4,5955
Vistara,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,4,5955
Vistara,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,4,5955
Vistara,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,4,5955
Vistara,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,4,5955
Vistara,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,4,5955
Vistara,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,4,5955
Vistara,Delhi,Morning,zero,Morning,Mumbai,Economy,2.08,4,6060
Vistara,Delhi,Night,zero,Night,Mumbai,Economy,2.17,4,6060
GO_FIRST,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,4,5954
GO_FIRST,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,4,5954
GO_FIRST,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,4,5954
GO_FIRST,Delhi,Night,zero,Night,Mumbai,Economy,2.25,4,5954
GO_FIRST,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,4,5954
GO_FIRST,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,4,5954
Indigo,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,4,5955
Indigo,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,4,5955
Indigo,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,4,5955
Indigo,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,4,5955
SpiceJet,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,4,5955
Indigo,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,4,5955
Indigo,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,4,5955
Indigo,Delhi,Night,zero,Night,Mumbai,Economy,2.25,4,5955
Indigo,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,4,5955
Indigo,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,4,5955
Air_India,Delhi,Evening,zero,Evening,Mumbai,Economy,2,4,5955
Air_India,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,4,5955
Air_India,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,4,5955
Air_India,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,4,5955
Air_India,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,4,5955
Air_India,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,4,5955
AirAsia,Delhi,Evening,one,Early_Morning,Mumbai,Economy,15.17,4,5949
GO_FIRST,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.83,4,5954
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,4,5954
GO_FIRST,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,4,5954
GO_FIRST,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,4,5954
GO_FIRST,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,4,5954
GO_FIRST,Delhi,Evening,one,Morning,Mumbai,Economy,15.17,4,5954
GO_FIRST,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.75,4,5954
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,3.75,4,5955
SpiceJet,Delhi,Evening,one,Night,Mumbai,Economy,4.5,4,5955
Indigo,Delhi,Early_Morning,one,Evening,Mumbai,Economy,10.25,4,5955
Indigo,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,4,5955
Indigo,Delhi,Night,one,Morning,Mumbai,Economy,10.42,4,5955
SpiceJet,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,4,5955
SpiceJet,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,4,5955
AirAsia,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,4,6139
Indigo,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,4,6165
SpiceJet,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,4,6270
Vistara,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,4,6690
Indigo,Delhi,Evening,one,Night,Mumbai,Economy,5.33,4,6443
GO_FIRST,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,4,6532
Indigo,Delhi,Night,one,Morning,Mumbai,Economy,10.17,4,6932
Indigo,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.83,4,7420
Indigo,Delhi,Morning,one,Evening,Mumbai,Economy,7.67,4,7420
Indigo,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,4,7420
Air_India,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.5,4,8413
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,18.33,4,9000
Vistara,Delhi,Afternoon,one,Morning,Mumbai,Economy,21.83,4,9000
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,4,8790
Air_India,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.83,4,8790
GO_FIRST,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.25,4,8869
Indigo,Delhi,Afternoon,one,Night,Mumbai,Economy,8,4,8885
Air_India,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.17,4,9000
Air_India,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.83,4,9000
GO_FIRST,Delhi,Evening,one,Night,Mumbai,Economy,4.75,4,9447
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,4,9840
Vistara,Delhi,Morning,one,Night,Mumbai,Economy,12.58,4,9840
Vistara,Delhi,Night,one,Morning,Mumbai,Economy,13.42,4,9840
Vistara,Delhi,Night,one,Afternoon,Mumbai,Economy,17.92,4,9840
Vistara,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,4,9840
Vistara,Delhi,Morning,one,Morning,Mumbai,Economy,23.58,4,9840
Vistara,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,23.75,4,9840
Vistara,Delhi,Night,one,Night,Mumbai,Economy,26.42,4,9840
Air_India,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,4,9525
Indigo,Delhi,Afternoon,one,Evening,Mumbai,Economy,6,4,9788
Air_India,Delhi,Evening,one,Evening,Mumbai,Economy,23.92,4,9905
Air_India,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,24.58,4,9988
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,4.42,4,10575
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,5.33,4,10575
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,4,10575
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,4,10575
Vistara,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,4,10575
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,24.75,4,10260
Indigo,Delhi,Evening,one,Night,Mumbai,Economy,4.42,4,10349
Indigo,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,4,10523
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,4,10549
GO_FIRST,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,4,10575
Air_India,Delhi,Evening,one,Evening,Mumbai,Economy,22.75,4,10680
Vistara,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.08,4,11205
Vistara,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.67,4,11573
Vistara,Delhi,Morning,one,Afternoon,Mumbai,Economy,27.58,4,11625
GO_FIRST,Delhi,Early_Morning,two_or_more,Evening,Mumbai,Economy,12.08,4,11295
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,6.33,4,11609
Vistara,Delhi,Afternoon,one,Evening,Mumbai,Economy,5,4,12150
